"S1.bam" "S10.bam" "S11.bam" "S12.bam" "S2.bam" "S3.bam" "S4.bam" "S5.bam" "S6.bam" "S7.bam" "S8.bam" "S9.bam"
"OL67_000381" 1258 1052 744 967 1129 1766 1342 1138 1775 539 653 1089
"OL67_000382" 1082 930 630 952 938 1534 1267 1102 1451 420 555 956
"OL67_000383" 300 633 359 443 568 803 827 560 915 239 337 539
"OL67_000384" 1829 2811 2010 2501 1510 2221 1979 1616 2195 1350 1647 2575
"OL67_000385" 320 313 178 226 405 567 361 387 552 172 257 364
"OL67_000386" 374 500 348 268 660 919 901 756 1060 300 376 637
"OL67_000387" 676 703 522 380 802 1094 977 1035 1349 406 574 938
"OL67_000388" 1392 1298 1032 855 1765 2285 1954 2122 2561 914 1242 1860
"OL67_000389" 1249 1056 763 1022 1260 1702 1566 1462 1830 535 762 1065
"OL67_000390" 537 451 302 401 409 585 455 431 600 280 395 653
"OL67_000391" 341 310 210 318 241 375 274 274 367 203 370 355
"OL67_000392" 340 582 357 295 491 632 548 395 602 315 404 635
"OL67_000393" 8357 9991 7741 10123 7557 10634 5808 5521 7593 6322 9534 14321
"OL67_000394" 19 25 26 47 29 34 32 32 38 40 75 84
"OL67_000395" 156 275 174 52 180 301 244 233 278 172 273 413
"OL67_000396" 1753 1142 890 1102 1251 1865 1630 1330 1822 716 1003 1424
"OL67_000397" 319 219 181 280 383 617 492 465 553 221 308 419
"OL67_000398" 353 576 478 621 495 815 597 575 693 461 558 828
"OL67_000399" 222 243 218 218 226 347 312 250 333 237 312 404
"OL67_000400" 683 485 375 506 545 723 674 576 783 341 412 704
"OL67_000401" 526 361 232 298 400 715 424 453 728 305 390 578
"OL67_000402" 468 760 593 516 725 906 742 822 971 522 734 1060
"OL67_000403" 434 503 311 498 442 562 459 459 521 268 353 580
"OL67_000404" 233 355 260 277 344 469 351 355 451 209 264 369
"OL67_000405" 255 597 492 540 432 581 476 412 474 401 596 767
"OL67_000406" 2304 1749 1301 1665 2178 3429 1989 2414 3484 1408 1833 2826
"OL67_000407" 358 428 354 473 351 549 495 408 508 355 394 488
"OL67_000408" 3056 2285 1701 2176 3007 4783 3269 3274 5308 1751 2225 3838
"OL67_000409" 5136 3166 2395 2957 4351 6858 5544 4487 6698 2759 3475 5477
"OL67_000410" 2003 1705 1256 1702 2038 3185 2355 2201 3289 1290 1704 2690
"OL67_000411" 536 1414 1016 879 1137 1584 1160 1084 1647 952 1206 1840
"OL67_000412" 175 167 113 112 145 237 159 155 187 107 153 207
"OL67_000413" 149 273 166 146 177 226 199 197 256 158 287 352
"OL67_000414" 134 258 164 145 202 260 283 198 303 170 236 297
"OL67_000415" 1511 866 631 918 978 1547 1003 988 1429 828 1107 1620
"OL67_000416" 948 1554 1088 1495 992 1359 1276 1092 1471 691 998 1575
"OL67_000417" 560 492 279 268 306 332 393 332 471 180 319 524
"OL67_000418" 3014 3907 2727 3097 2713 3820 3962 3345 4177 2092 2926 3922
"OL67_000419" 621 459 320 256 615 988 933 777 1086 300 511 635
"OL67_000420" 3897 5286 3570 4671 3103 4462 3713 3261 4955 2809 3982 5331
"OL67_000421" 1897 1174 811 1092 1267 1746 1628 1310 1974 829 1196 1386
"OL67_000422" 2855 2770 2020 2198 3744 5219 4504 4133 6093 3115 4048 5413
"OL67_000423" 165 291 217 289 128 198 157 149 148 160 225 216
"OL67_000424" 808 694 434 559 761 1138 838 766 1215 488 596 1045
"OL67_000425" 3242 2139 1460 2307 2006 2978 2327 2172 3063 1363 1780 2643
"OL67_000426" 787 503 342 528 638 1037 883 682 987 313 411 635
"OL67_000427" 68956 32501 27114 35806 48621 81804 52908 55788 85835 40664 48056 73118
"OL67_000428" 2417 2768 1533 2066 1565 2261 1760 1717 2400 1208 1619 2425
"OL67_000429" 1317 1594 1178 992 1132 1704 1582 1302 1755 849 1255 1624
"OL67_000430" 1262 792 490 798 918 1361 1178 918 1525 506 685 968
"OL67_000431" 4837 4380 2938 3375 4103 5867 4545 4614 6648 2894 3736 5225
"OL67_000432" 136 257 155 122 198 271 193 196 324 146 184 281
"OL67_000433" 345 327 230 218 372 687 489 424 723 220 312 491
"OL67_000434" 1189 1247 879 763 1183 1936 1447 1365 2130 751 934 1657
"OL67_000435" 29946 10766 7498 12966 16828 27240 23084 18553 29457 12188 14132 25595
"OL67_000436" 878 367 294 415 785 1250 1324 1285 1860 875 1521 1489
"OL67_000437" 3339 3298 2307 2669 3052 4594 3357 3379 4780 1923 2410 4156
"OL67_000438" 1633 1870 1278 1439 1276 1943 1353 1406 1973 737 951 1510
"OL67_000439" 4037 2228 1363 2634 2480 3995 2837 2487 4231 2415 2975 4338
"OL67_000440" 3503 2433 1847 2771 3396 5388 4159 4173 5974 1812 2723 3479
"OL67_000442" 554 1096 906 1347 559 820 835 611 815 852 1373 1581
"OL67_000443" 264 643 455 732 295 415 389 346 479 520 751 778
"OL67_000444" 77 128 96 89 85 136 96 97 151 91 137 180
"OL67_000445" 10 26 17 17 28 32 33 21 32 23 36 50
"OL67_000446" 14 12 9 26 15 16 15 7 12 15 22 28
"OL67_000447" 47 88 49 30 40 43 48 39 57 71 79 97
"OL67_000448" 155 193 162 139 200 272 215 234 290 123 201 239
"OL67_000449" 702 617 394 537 672 1015 716 657 835 457 536 896
"OL67_000450" 54 92 68 58 123 171 81 122 132 65 98 136
"OL67_000451" 644 703 527 435 655 929 824 777 1003 446 570 851
"OL67_000452" 613 632 411 437 771 1141 764 814 1205 390 516 844
"OL67_000453" 47 261 169 223 49 66 44 51 76 1168 2293 1766
"OL67_000454" 34 63 42 95 21 27 28 23 39 387 665 557
"OL67_000455" 56 89 73 101 39 92 70 52 69 411 792 686
"OL67_000456" 359 527 402 654 439 548 458 390 563 437 709 763
"OL67_000457" 768 899 925 1345 872 1239 1726 1217 1704 713 791 1141
"OL67_000458" 680 1017 754 926 703 946 775 768 998 561 839 1097
"OL67_000459" 395 1072 828 736 652 898 803 775 962 636 684 1077
"OL67_000460" 9 15 11 11 7 16 18 7 16 10 16 14
"OL67_000461" 41 32 26 42 26 50 46 43 52 37 40 58
"OL67_000462" 56 38 33 36 41 49 49 55 45 32 53 50
"OL67_000463" 69 40 35 60 33 65 49 43 80 42 78 96
"OL67_000464" 46 40 20 29 31 55 34 52 68 29 54 75
"OL67_000465" 295 99 108 133 247 392 242 281 335 158 261 311
"OL67_000466" 877 671 577 636 744 1166 973 813 1149 487 590 1042
"OL67_000467" 424 537 390 477 403 637 508 432 674 314 398 566
"OL67_000468" 307 318 354 716 229 475 338 277 387 264 323 391
"OL67_000469" 819 2027 1551 2046 1162 1661 1483 1321 1822 784 1029 1613
"OL67_000470" 801 1187 860 1003 841 1243 1032 997 1413 515 660 1018
"OL67_000471" 476 744 602 659 428 650 552 523 650 241 297 473
"OL67_000472" 298 354 265 379 322 588 483 472 492 249 325 425
"OL67_000473" 184 53 63 69 172 231 201 156 224 54 92 85
"OL67_000474" 828 459 370 366 780 1178 931 835 1030 291 391 597
"OL67_000475" 379 279 218 166 319 469 412 389 511 188 259 379
"OL67_000476" 275 177 114 136 267 336 317 290 340 127 167 235
"OL67_000477" 2098 1762 1335 1669 1992 2822 2324 2106 2706 1279 1591 2487
"OL67_000478" 318 340 292 257 335 484 333 335 445 195 274 452
"OL67_000479" 2500 2885 2172 2665 2495 3518 3067 2655 3432 1659 2271 3363
"OL67_000480" 626 806 641 967 446 630 633 508 730 344 467 697
"OL67_000481" 477 305 278 491 310 464 381 305 415 236 281 444
"OL67_000482" 442 580 423 526 371 542 413 416 539 256 324 512
"OL67_000483" 501 1117 868 877 581 833 743 639 754 425 554 860
"OL67_000484" 1192 968 710 1016 830 1275 1117 981 1426 634 929 1165
"OL67_000485" 3387 2689 1866 2363 3534 5200 4180 3859 5172 1703 2149 3426
"OL67_000486" 2797 1872 1329 1574 2482 3638 2721 2255 3219 1083 1469 2216
"OL67_000487" 62 131 128 148 86 133 156 113 169 66 123 172
"OL67_000488" 217 181 141 190 208 305 219 242 325 225 272 425
"OL67_000489" 308 392 308 310 430 554 440 358 531 340 483 701
"OL67_000490" 299 568 470 565 335 529 404 377 471 260 407 585
"OL67_000491" 60 128 98 148 86 129 110 109 133 67 91 131
"OL67_000492" 334 655 514 819 299 424 460 358 534 172 261 390
"OL67_000493" 1034 1620 1298 1495 886 1298 1051 900 1203 603 792 1322
"OL67_000494" 458 757 591 1019 383 538 510 564 529 337 485 724
"OL67_000495" 117 130 116 78 122 177 154 145 225 65 108 157
"OL67_000496" 125 101 109 170 98 146 151 114 153 94 142 223
"OL67_000497" 118 227 161 234 109 198 159 115 175 137 188 232
"OL67_000498" 2468 2242 1852 2675 2206 3151 2315 2331 2976 1807 2362 3676
"OL67_000499" 4430 1732 1633 3351 3524 5922 3705 3516 4895 2584 3514 4467
"OL67_000500" 444 595 423 755 512 764 719 641 823 493 863 904
"OL67_000501" 89 512 351 463 106 148 128 118 175 529 666 994
"OL67_000502" 12 137 79 103 15 23 16 31 37 138 173 293
"OL67_000503" 102 380 282 728 78 110 77 54 76 412 476 661
"OL67_000504" 133 391 232 411 114 152 105 123 142 427 579 868
"OL67_000505" 1063 535 338 307 785 1174 845 745 1228 354 519 716
"OL67_000506" 866 872 656 978 691 1102 785 556 913 752 1070 1349
"OL67_000507" 328 453 392 399 373 610 419 351 570 452 612 875
"OL67_000508" 1050 614 539 1177 560 914 714 456 723 590 873 1240
"OL67_000509" 132 115 99 76 114 118 126 96 143 128 229 308
"OL67_000510" 151 225 159 314 138 248 214 158 213 171 278 298
"OL67_000511" 96 141 86 86 116 129 131 99 118 87 106 179
"OL67_000512" 4788 5267 3968 6031 4203 6328 4774 4418 6358 4628 5577 8974
"OL67_000513" 20 125 111 185 23 44 18 20 26 68 106 104
"OL67_000514" 74 109 103 160 109 123 83 112 116 70 90 113
"OL67_000515" 1388 1208 772 766 926 1330 1358 1239 1613 566 839 1289
"OL67_000516" 214 785 644 933 295 335 958 935 1268 218 322 551
"OL67_000517" 540 347 262 289 516 734 537 577 683 225 269 445
"OL67_000518" 1246 1195 846 1100 1056 1609 1433 1256 1692 700 986 1494
"OL67_000519" 8578 5131 3759 6057 5596 8328 6202 5810 8418 4538 5549 9336
"OL67_000520" 598 501 342 599 509 652 531 479 643 297 429 666
"OL67_000521" 11 10 22 24 17 17 27 13 16 37 70 49
"OL67_000522" 453 631 429 408 505 706 778 572 734 371 439 697
"OL67_000523" 1303 900 640 915 904 1586 1210 1052 1523 735 785 1412
"OL67_000524" 4962 8540 5771 9589 4971 8380 6196 5151 7392 2923 3722 4795
"OL67_000525" 80 1957 1085 1601 161 218 94 79 166 733 930 1321
"OL67_000526" 270 371 270 330 223 321 249 235 347 344 502 643
"OL67_000527" 505 587 348 608 415 630 515 432 551 440 568 782
"OL67_000528" 21 42 20 65 36 39 31 46 32 30 37 41
"OL67_000529" 727 515 367 606 486 808 601 520 717 465 678 879
"OL67_000530" 1264 569 424 753 719 1201 845 703 997 486 571 989
"OL67_000531" 189 114 108 84 168 245 173 134 241 115 162 181
"OL67_000532" 848 621 610 1541 620 1122 872 736 1024 516 743 787
"OL67_000533" 2147 1003 770 1125 1392 1990 1458 1441 1973 719 1019 1374
"OL67_000534" 2540 1011 752 1438 1740 2550 1834 1836 2439 711 917 1423
"OL67_000535" 2840 1573 1264 2056 2419 3648 2914 2607 3495 1253 1562 2138
"OL67_000536" 414 378 297 654 460 732 480 436 682 396 541 509
"OL67_000537" 1524 1007 761 1701 1147 1879 1441 1219 1652 768 1097 1335
"OL67_000538" 946 349 322 574 582 818 677 546 855 240 381 454
"OL67_000539" 17335 21381 15654 25570 11462 17092 13142 11918 16611 19727 29126 35113
"OL67_000540" 1374 689 474 679 755 1107 944 897 1254 584 735 1056
"OL67_000541" 3054 6496 5464 9374 2370 3240 3402 3202 4157 2336 2508 4429
"OL67_000542" 253 226 233 445 238 411 323 296 350 178 147 255
"OL67_000543" 1115 775 680 1104 804 1303 1006 944 1306 571 615 1044
"OL67_000544" 83 81 72 60 97 119 109 99 125 84 104 160
"OL67_000545" 182 91 108 110 183 246 161 169 228 97 122 222
"OL67_000546" 1148 1534 1190 1670 1183 1618 1078 990 1431 1147 1744 2260
"OL67_000547" 673 1386 1051 1309 906 1330 1524 1266 1481 549 718 1062
"OL67_000548" 361 333 304 521 238 397 367 276 367 212 303 403
"OL67_000549" 712 1396 1326 2355 943 1501 1080 1053 1394 975 1143 1841
"OL67_000550" 505 452 331 486 436 634 550 459 620 230 310 515
"OL67_000551" 962 2087 1667 2380 1099 1643 1655 1531 1840 732 999 1547
"OL67_000552" 1416 2438 2089 3357 1174 1666 1831 1478 1963 857 1077 1620
"OL67_000553" 1017 2487 1956 3191 1350 1801 2050 1722 2100 914 1166 1779
"OL67_000554" 1429 3325 2600 3906 1490 2074 1983 1888 2207 1085 1516 2122
"OL67_000555" 883 2363 1570 1780 1271 1803 1429 1290 1874 891 1240 1905
"OL67_000556" 4257 7289 5744 9163 4180 6093 4100 4478 6152 3610 4687 7047
"OL67_000557" 1701 3252 3425 5764 1879 2899 2875 2563 2864 1431 1878 2473
"OL67_000558" 813 880 810 1620 471 774 764 631 741 325 444 550
"OL67_000559" 16324 41370 22670 25044 28562 37227 34299 34043 42791 15155 20199 29057
"OL67_000560" 289 302 197 259 250 382 345 297 390 221 281 385
"OL67_000561" 122 87 58 44 134 184 128 115 174 53 100 118
"OL67_000562" 2345 1301 947 1895 1741 2283 1979 1932 2583 1911 3266 3118
"OL67_000563" 1397 1259 918 1603 1851 2268 1938 2179 2877 2108 3444 3210
"OL67_000564" 5780 6186 4470 6589 5441 8018 5953 5418 8129 5528 6879 10603
"OL67_000565" 916 3577 3395 3395 1998 2587 3564 2954 4174 1050 1461 2658
"OL67_000566" 3652 5007 3802 6996 2709 3581 3068 2632 3387 3865 5847 6940
"OL67_000567" 7069 6173 4359 7853 5626 7909 5436 5960 8052 5331 7304 10984
"OL67_000568" 2297 1704 1302 1941 1927 3040 1857 1565 2705 1860 2433 3288
"OL67_000569" 348 286 129 145 261 391 255 157 386 262 413 558
"OL67_000570" 1583 1442 965 1025 1411 2330 1757 1205 1980 1371 1920 2753
"OL67_000571" 5208 4369 2927 3420 4856 7061 4807 4236 6950 4778 6596 9483
"OL67_000572" 1093 774 645 848 655 1031 656 736 998 580 712 1238
"OL67_000573" 1843 2554 1756 1899 2224 3267 2373 2277 3396 2093 2407 3922
"OL67_000574" 3999 2009 1495 1982 2425 3786 2661 2810 3923 1629 2081 3214
"OL67_000575" 479 292 202 215 390 600 492 452 643 225 286 447
"OL67_000576" 1058 656 507 591 734 1259 777 699 1103 444 602 997
"OL67_000577" 273 326 229 335 266 382 359 304 341 181 197 413
"OL67_000578" 294 939 688 666 471 931 327 338 445 891 840 2964
"OL67_000579" 1431 1648 1126 1085 1727 2446 1852 1894 2514 1076 1442 2198
"OL67_000580" 3024 2620 1977 2278 3211 4740 3686 3589 4551 1659 2264 3306
"OL67_000581" 4503 4172 2133 2008 3594 5230 4281 4377 6182 2201 3012 4139
"OL67_000582" 11 2550 18 10 22 29 57 25 49 12 22 36
"OL67_000583" 20 1632 18 26 15 31 25 21 22 9 18 19
"OL67_000584" 5 1282 17 6 15 27 13 15 32 13 14 17
"OL67_000585" 15 1419 17 34 19 23 31 35 18 3 9 10
"OL67_000586" 14 1090 13 9 11 17 17 14 13 8 16 11
"OL67_000587" 32 3090 30 28 44 68 54 43 51 24 32 40
"OL67_000588" 41 2594 39 49 66 83 70 65 71 22 34 52
"OL67_000589" 33 1370 20 18 24 35 27 26 50 17 22 32
"OL67_000590" 164 11597 134 180 276 394 302 275 380 152 163 223
"OL67_000591" 108 8230 72 115 200 261 166 185 288 83 152 202
"OL67_000592" 21 963 21 20 15 18 33 13 23 7 15 29
"OL67_000593" 8 692 13 15 21 12 14 14 9 4 8 11
"OL67_000594" 13 884 19 19 11 21 26 20 23 11 16 16
"OL67_000595" 5 249 3 2 0 2 4 4 2 0 4 4
"OL67_000596" 7 257 5 8 7 10 8 6 5 2 3 9
"OL67_000597" 9 230 7 10 11 14 7 11 8 7 7 8
"OL67_000598" 4 308 7 5 17 23 14 6 10 9 6 20
"OL67_000599" 31 623 23 27 28 73 50 45 59 31 37 62
"OL67_000600" 135 2058 101 125 137 211 165 132 168 79 100 174
"OL67_000601" 9 436 14 4 14 29 25 18 32 8 19 14
"OL67_000602" 25 533 10 7 14 19 13 11 19 7 6 19
"OL67_000603" 19 746 8 7 20 18 12 15 22 3 7 8
"OL67_000604" 114 4872 51 107 85 134 99 107 119 35 40 77
"OL67_000605" 94 9452 46 105 144 188 118 144 202 25 44 46
"OL67_000606" 14 1963 8 16 31 43 28 31 27 6 3 18
"OL67_000607" 33 4329 17 29 70 84 55 55 94 12 9 24
"OL67_000608" 73 7028 49 68 106 140 122 96 146 20 36 32
"OL67_000609" 305 25401 100 126 322 517 310 321 455 54 69 96
"OL67_000610" 611 34891 172 232 489 723 683 629 768 92 136 162
"OL67_000611" 36 3976 34 65 69 96 75 49 97 15 20 23
"OL67_000612" 25 1822 17 24 31 64 49 45 88 6 12 18
"OL67_000613" 28 2462 9 16 32 57 44 38 43 5 17 20
"OL67_000614" 30 2026 11 22 39 59 34 25 55 10 22 28
"OL67_000615" 40 2567 13 21 46 53 40 46 54 9 26 17
"OL67_000616" 40 2195 7 14 33 41 32 26 45 7 12 20
"OL67_000617" 161 8866 61 98 161 202 149 123 264 44 62 106
"OL67_000618" 55 3679 37 73 69 103 69 56 69 39 37 61
"OL67_000619" 380 16591 244 549 366 540 509 395 488 203 224 256
"OL67_000620" 111 4133 61 127 125 181 122 121 123 58 61 95
"OL67_000621" 108 3953 71 160 97 126 108 119 119 48 56 69
"OL67_000622" 2 307 3 6 0 13 12 10 10 1 2 10
"OL67_000623" 135 3356 95 145 155 223 172 138 194 65 121 139
"OL67_000624" 27 568 16 23 34 50 35 22 31 17 19 26
"OL67_000625" 3 172 12 4 8 14 14 13 11 5 1 11
"OL67_000626" 63 929 60 82 74 127 76 78 81 37 49 92
"OL67_000627" 637 805 490 445 733 1035 862 932 1177 425 549 798
"OL67_000628" 2413 1764 1125 1816 1547 2422 1826 1503 2626 1504 2023 3248
"OL67_000629" 297 628 509 902 488 753 756 578 759 460 455 793
"OL67_000630" 210 335 248 427 237 366 348 323 354 279 347 487
"OL67_000631" 340 150 122 171 167 308 255 195 284 129 179 218
"OL67_000632" 457 1740 1028 1715 248 303 261 203 306 1187 2479 2029
"OL67_000633" 864 1083 770 1277 598 951 703 594 702 705 1220 1382
"OL67_000634" 554 486 312 550 368 399 359 357 497 427 700 771
"OL67_000635" 3214 3294 2682 4141 3048 4898 3624 3456 4786 2305 2958 4599
"OL67_000636" 2003 2074 1393 1152 2525 3724 3033 2587 4072 1524 1930 3262
"OL67_000637" 1530 841 802 1007 1024 1523 1422 1086 1496 752 816 1400
"OL67_000638" 5386 2380 1833 2855 3215 4977 4137 3421 4886 2405 2792 4093
"OL67_000639" 519 606 481 993 374 674 475 372 558 397 592 641
"OL67_000640" 1203 2407 1373 1515 1260 1782 1476 1292 2157 2069 2744 4023
"OL67_000641" 906 569 393 579 418 693 549 387 690 477 575 808
"OL67_000642" 789 383 296 409 519 736 551 554 779 317 464 573
"OL67_000643" 2394 898 644 981 1284 2053 1645 1451 2049 782 1119 1346
"OL67_000644" 106 131 83 127 164 280 181 165 235 67 106 164
"OL67_000645" 51 67 74 115 41 67 56 39 60 70 86 77
"OL67_000646" 2288 5511 3905 5937 2597 3787 3059 2648 3585 3509 4786 6892
"OL67_000647" 132 379 391 620 98 152 160 87 146 418 686 584
"OL67_000648" 12 18 11 7 6 11 8 5 9 20 30 34
"OL67_000649" 81 173 142 115 128 197 188 118 210 164 206 282
"OL67_000650" 913 2295 1965 3540 779 1247 881 724 1062 1970 2909 3507
"OL67_000651" 58 2664 2184 3829 63 143 167 84 152 1633 2800 3082
"OL67_000652" 197 300 226 227 289 507 326 306 483 223 304 443
"OL67_000653" 476 604 535 644 496 883 589 550 758 402 485 571
"OL67_000654" 165 4130 3151 3086 265 383 522 507 688 495 717 1237
"OL67_000655" 3018 3033 2258 3278 3397 5086 4047 3743 5571 2503 2950 4833
"OL67_000656" 48 49 39 69 46 77 54 43 56 62 64 81
"OL67_000657" 19 134 78 92 25 40 43 33 29 88 69 193
"OL67_000658" 36 62 41 71 34 53 61 41 44 44 62 74
"OL67_000659" 15430 18851 15034 18354 15128 24056 19179 14989 22313 15148 19772 31087
"OL67_000660" 1056 1317 902 894 1097 1565 1430 1383 1701 675 771 1451
"OL67_000661" 541 711 442 514 444 595 601 534 888 438 717 944
"OL67_000662" 724 733 409 425 654 913 639 735 1044 392 554 942
"OL67_000663" 618 2250 2140 3076 989 1558 1528 1287 1590 1339 1897 2082
"OL67_000665" 95 177 161 108 128 187 116 94 225 103 118 198
"OL67_000666" 8 24 9 7 15 23 17 14 14 14 23 16
"OL67_000667" 11 22 12 16 8 22 12 7 23 9 10 12
"OL67_000668" 6 5 3 0 5 3 4 7 12 3 8 6
"OL67_000669" 26 40 31 40 38 43 41 36 49 13 25 48
"OL67_000670" 3 2 3 4 7 4 5 4 8 2 5 1
"OL67_000671" 2 1 0 0 1 2 3 2 1 1 2 1
"OL67_000672" 6 3 2 4 1 3 7 5 5 0 2 11
"OL67_000673" 9 5 1 0 8 9 4 3 5 4 2 4
"OL67_000674" 4 5 1 3 1 2 4 1 3 5 2 2
"OL67_000675" 12 14 6 3 13 16 11 9 19 12 12 14
"OL67_000676" 93 205 122 45 180 272 281 247 339 87 127 196
"OL67_000677" 611 824 492 205 1058 1340 1168 1286 1782 396 508 959
"OL67_000678" 115 123 70 39 218 309 285 228 312 85 125 220
"OL67_000679" 1140 965 645 570 1630 2546 1848 2013 2776 826 1061 1660
"OL67_000680" 36 83 105 74 51 93 100 70 80 60 78 75
"OL67_000681" 30 63 37 22 16 42 50 34 40 40 37 64
"OL67_000682" 434 724 835 1280 486 1022 972 710 859 636 703 869
"OL67_000683" 31 154 185 92 88 223 189 145 203 122 144 279
"OL67_000684" 5 3 2 3 2 12 5 15 11 2 6 3
"OL67_000685" 18 19 21 23 16 38 22 21 35 8 14 41
"OL67_000686" 1 3 2 3 4 5 0 6 1 0 3 19
"OL67_000687" 6 10 9 15 10 19 9 4 18 8 8 13
"OL67_000688" 0 4 0 0 2 6 4 2 2 1 1 2
"OL67_000689" 34 40 20 24 31 39 42 32 63 26 27 60
"OL67_000690" 273 1586 978 541 456 693 924 876 1114 818 1185 1677
"OL67_000691" 211 1370 1019 879 424 572 611 476 741 610 936 1479
"OL67_000692" 33 47 29 22 19 31 50 39 58 17 14 38
"OL67_000693" 13 43 27 11 12 26 37 20 34 19 30 43
"OL67_000694" 3 5 2 5 2 3 0 7 7 1 3 5
"OL67_000695" 6 10 1 2 2 3 8 6 5 0 1 7
"OL67_000696" 20 36 18 19 14 21 24 24 23 17 21 30
"OL67_000697" 2 6 5 4 4 12 2 3 3 2 2 2
"OL67_000698" 6 8 5 7 4 13 9 6 6 1 5 12
"OL67_000699" 17 17 15 25 17 22 10 14 13 22 17 27
"OL67_000700" 4 15 3 6 6 12 12 7 11 7 3 9
"OL67_000701" 3 2 0 1 0 2 8 0 2 2 0 0
"OL67_000702" 1 6 2 2 0 2 5 2 0 1 3 1
"OL67_000703" 1 6 5 6 13 12 9 10 10 1 6 12
"OL67_000704" 1 5 1 4 1 7 3 0 7 1 1 3
"OL67_000705" 3 2 0 2 4 2 2 4 3 2 2 0
"OL67_000706" 4 11 6 6 8 8 9 7 15 9 7 11
"OL67_000707" 7 5 10 6 9 12 12 11 15 6 7 10
"OL67_000708" 6 13 11 7 8 12 13 7 8 3 6 12
"OL67_000709" 10 6 9 8 14 8 15 6 7 8 14 16
"OL67_000710" 39 60 36 35 36 64 37 59 68 31 42 67
"OL67_000711" 63 61 54 64 64 64 53 87 84 31 61 88
"OL67_000712" 38 23 17 10 23 34 44 20 44 22 19 35
"OL67_000713" 2 5 4 2 6 2 7 2 1 2 2 3
"OL67_000714" 4 0 3 5 5 6 6 3 7 4 4 4
"OL67_000715" 15 15 14 19 17 21 10 22 20 16 14 31
"OL67_000716" 8 10 7 5 3 1 1 3 5 2 4 10
"OL67_000717" 5 0 7 3 5 3 8 9 10 2 5 9
"OL67_000718" 72 105 93 139 86 120 98 87 123 102 121 138
"OL67_000719" 252 463 441 739 192 352 313 229 254 403 520 547
"OL67_000720" 144 217 141 190 121 207 164 141 202 88 160 285
"OL67_000721" 77 117 88 32 46 96 57 80 99 52 67 104
"OL67_000722" 131 257 172 121 146 187 178 160 225 129 169 225
"OL67_000723" 18 127 80 45 63 76 88 74 60 40 51 85
"OL67_000724" 230 408 286 249 261 444 348 336 465 334 365 557
"OL67_000725" 451 1308 825 496 644 882 1173 1021 1405 462 609 1056
"OL67_000726" 156 592 437 255 233 371 613 641 817 218 315 402
"OL67_000727" 36 201 118 53 64 110 170 157 208 67 86 124
"OL67_000728" 23 63 33 30 33 43 51 41 71 33 35 45
"OL67_000729" 269 390 131 124 145 163 234 169 318 168 243 346
"OL67_000730" 90 206 161 123 105 193 131 102 159 210 275 428
"OL67_000731" 49 20 18 21 37 61 49 31 68 18 26 50
